Opportunity,Time,Stage,Action
OP043,43507.2555,10,Commercials Signed
OP044,43455.6055,2,Meeting with Client
OP044,43465.13328,3,Presented to Client
OP044,43466.32495,3,Presented to Client
OP044,43469.28397,4,Prepared Custom Demonstration
OP044,43473.40411,4,Prepared Custom Demonstration
OP044,43481.93259,5,Prepared POC
OP044,43484.84578,7,Prepared RFP Responses
OP044,43487.21522,8,Prepared Commercials
OP044,43497.16036,10,Commercials Signed
OP044,43500.43259,10,Commercials Signed
OP044,43510.42356,10,Commercials Signed
OP044,43515.08259,11,Post Sales Support
OP045,43455.6055,1,Emailed Client
OP045,43465.33606,2,Meeting with Client
OP045,43475.26384,2,Meeting with Client
OP045,43482.12981,3,Presented to Client
OP045,43490.3187,4,Prepared Custom Demonstration
OP045,43495.41661,5,Prepared POC
OP045,43501.57564,7,Prepared RFP Responses
OP045,43505.04439,7,Prepared RFP Responses
OP045,43515.07842,7,Prepared RFP Responses
OP045,43525.57772,9,Negotiation Meeting
OP045,43528.14717,9,Negotiation Meeting
OP045,43530.02147,10,Commercials Signed
OP045,43533.09995,10,Commercials Signed
OP045,43534.21592,11,Post Sales Support
OP045,43539.6687,11,Post Sales Support
OP046,43457.6055,1,Emailed Client
OP046,43464.11592,1,Emailed Client
OP046,43473.6555,1,Emailed Client
OP046,43481.03536,2,Meeting with Client
OP046,43491.068,2,Meeting with Client
OP046,43493.318,3,Presented to Client
OP046,43498.74022,3,Presented to Client
OP046,43501.98397,3,Presented to Client
OP046,43509.28745,4,Prepared Custom Demonstration
OP046,43516.40828,4,Prepared Custom Demonstration
OP046,43526.7062,5,Prepared POC
OP046,43533.93745,5,Prepared POC
OP046,43541.27009,6,Provided Pre-Sales Support
OP046,43548.07425,8,Prepared Commercials
OP046,43554.30689,10,Commercials Signed
OP047,43457.6055,1,Emailed Client
OP047,43464.60689,2,Meeting with Client
OP047,43470.90064,2,Meeting with Client
OP047,43477.88259,3,Presented to Client
OP047,43487.45411,4,Prepared Custom Demonstration
OP047,43495.04717,5,Prepared POC
OP047,43500.95134,5,Prepared POC
OP047,43507.00203,5,Prepared POC
OP047,43516.50342,6,Provided Pre-Sales Support
OP047,43519.87147,6,Provided Pre-Sales Support
OP047,43523.40897,6,Provided Pre-Sales Support
OP047,43528.92425,7,Prepared RFP Responses
OP047,43536.91731,8,Prepared Commercials
OP047,43544.47217,8,Prepared Commercials
OP047,43552.74161,8,Prepared Commercials
OP047,43559.62217,10,Commercials Signed
OP047,43563.50064,10,Commercials Signed
OP047,43571.92564,10,Commercials Signed
OP047,43578.65759,11,Post Sales Support
OP048,43454.6055,1,Emailed Client
OP048,43462.89092,1,Emailed Client
OP048,43469.69092,1,Emailed Client
OP048,43476.81314,2,Meeting with Client
OP048,43486.37634,5,Prepared POC
OP048,43490.29578,5,Prepared POC
OP048,43499.37634,5,Prepared POC
OP048,43509.55759,5,Prepared POC
OP048,43512.89856,6,Provided Pre-Sales Support
OP048,43521.26384,7,Prepared RFP Responses
OP048,43523.268,8,Prepared Commercials
OP048,43530.47078,9,Negotiation Meeting
OP048,43536.38953,10,Commercials Signed
OP049,43457.6055,1,Emailed Client
OP049,43462.14439,3,Presented to Client
OP049,43466.72772,4,Prepared Custom Demonstration
OP049,43472.22009,4,Prepared Custom Demonstration
OP049,43479.32078,6,Provided Pre-Sales Support
OP049,43488.59161,6,Provided Pre-Sales Support
OP049,43494.77634,7,Prepared RFP Responses
OP049,43505.193,8,Prepared Commercials
OP049,43507.90272,9,Negotiation Meeting
OP049,43509.193,11,Post Sales Support
OP049,43513.64231,11,Post Sales Support
OP050,43456.6055,3,Presented to Client
OP050,43465.30967,4,Prepared Custom Demonstration
OP050,43470.8562,5,Prepared POC
OP050,43477.96522,7,Prepared RFP Responses
OP050,43484.37009,7,Prepared RFP Responses
OP050,43487.64092,7,Prepared RFP Responses
OP050,43497.43467,8,Prepared Commercials
OP050,43503.60411,9,Negotiation Meeting
OP050,43511.90689,10,Commercials Signed
OP050,43522.34439,10,Commercials Signed
OP050,43530.22217,11,Post Sales Support
OP050,43536.74995,11,Post Sales Support
OP050,43544.3562,11,Post Sales Support
OP051,43456.6055,1,Emailed Client
OP051,43464.74439,2,Meeting with Client
OP051,43473.38397,2,Meeting with Client
OP051,43478.71175,5,Prepared POC
OP051,43480.09161,5,Prepared POC
OP051,43485.49439,5,Prepared POC
OP051,43490.65759,6,Provided Pre-Sales Support
OP051,43491.68536,6,Provided Pre-Sales Support
OP051,43502.22634,6,Provided Pre-Sales Support
OP051,43504.59022,9,Negotiation Meeting
OP051,43506.0437,9,Negotiation Meeting
OP051,43507.52147,11,Post Sales Support
OP052,43455.6055,1,Emailed Client
OP052,43462.96731,1,Emailed Client
OP052,43464.47356,2,Meeting with Client
OP052,43469.94092,2,Meeting with Client
OP052,43474.45967,3,Presented to Client
OP052,43476.86245,4,Prepared Custom Demonstration
OP052,43482.43884,4,Prepared Custom Demonstration
OP052,43491.83467,5,Prepared POC
OP052,43498.63884,6,Provided Pre-Sales Support
OP052,43507.86939,6,Provided Pre-Sales Support
OP052,43518.55897,6,Provided Pre-Sales Support
OP052,43524.86939,7,Prepared RFP Responses
OP052,43532.07842,9,Negotiation Meeting
OP052,43538.41939,9,Negotiation Meeting
OP052,43544.43467,10,Commercials Signed
OP052,43554.27564,11,Post Sales Support
OP053,43454.6055,1,Emailed Client
OP053,43459.02564,3,Presented to Client
OP053,43464.10203,3,Presented to Client
OP053,43470.76106,3,Presented to Client
OP053,43472.82564,3,Presented to Client
OP053,43474.60759,3,Presented to Client
OP053,43478.38745,4,Prepared Custom Demonstration
OP053,43487.27425,4,Prepared Custom Demonstration
OP053,43492.6187,4,Prepared Custom Demonstration
OP053,43502.6555,4,Prepared Custom Demonstration
OP053,43505.83259,4,Prepared Custom Demonstration
OP053,43512.60134,5,Prepared POC
OP053,43521.71522,6,Provided Pre-Sales Support
OP053,43528.72147,7,Prepared RFP Responses
OP053,43530.50342,8,Prepared Commercials
OP053,43539.3305,9,Negotiation Meeting
OP053,43544.27009,9,Negotiation Meeting
OP053,43549.12911,10,Commercials Signed
OP053,43559.91384,11,Post Sales Support
OP054,43455.6055,1,Emailed Client
OP054,43462.03467,3,Presented to Client
OP054,43466.7687,4,Prepared Custom Demonstration
OP054,43470.05064,5,Prepared POC
OP054,43477.14161,5,Prepared POC
OP054,43481.94022,7,Prepared RFP Responses
OP054,43483.34995,8,Prepared Commercials
OP054,43486.5062,8,Prepared Commercials
OP054,43490.46036,9,Negotiation Meeting
OP054,43498.98259,10,Commercials Signed
OP054,43500.21592,10,Commercials Signed
OP054,43502.65342,10,Commercials Signed
OP054,43512.12078,10,Commercials Signed
OP054,43522.7055,10,Commercials Signed
OP055,43456.6055,1,Emailed Client
OP055,43458.82911,1,Emailed Client
OP055,43469.33259,1,Emailed Client
OP055,43471.82564,3,Presented to Client
OP055,43473.35134,3,Presented to Client
OP055,43476.43536,4,Prepared Custom Demonstration
OP055,43480.72356,4,Prepared Custom Demonstration
OP055,43489.58884,4,Prepared Custom Demonstration
OP055,43492.55411,4,Prepared Custom Demonstration
OP055,43494.8812,5,Prepared POC
OP055,43505.27911,5,Prepared POC
OP055,43515.36939,5,Prepared POC
OP055,43519.44856,5,Prepared POC
OP055,43526.28328,5,Prepared POC
OP055,43527.70272,8,Prepared Commercials
OP055,43535.6062,10,Commercials Signed
OP055,43543.99995,10,Commercials Signed
OP056,43455.6055,1,Emailed Client
OP056,43460.81661,1,Emailed Client
OP056,43467.73536,2,Meeting with Client
OP056,43475.67286,2,Meeting with Client
OP056,43485.47009,3,Presented to Client
OP056,43491.7187,6,Provided Pre-Sales Support
OP056,43496.5055,7,Prepared RFP Responses
OP056,43505.53745,7,Prepared RFP Responses
OP056,43513.06314,8,Prepared Commercials
OP056,43520.39578,8,Prepared Commercials
OP056,43524.75411,10,Commercials Signed
OP056,43529.87772,11,Post Sales Support
OP056,43531.25897,11,Post Sales Support
OP057,43458.6055,1,Emailed Client
OP057,43460.81245,1,Emailed Client
OP057,43470.40689,3,Presented to Client
OP057,43480.74439,5,Prepared POC
OP057,43490.89022,6,Provided Pre-Sales Support
OP057,43497.74925,7,Prepared RFP Responses
OP057,43500.52078,7,Prepared RFP Responses
OP057,43511.43675,8,Prepared Commercials
OP057,43517.0305,9,Negotiation Meeting
OP057,43527.77147,10,Commercials Signed
OP057,43533.65272,11,Post Sales Support
OP057,43535.72634,11,Post Sales Support
OP058,43458.6055,1,Emailed Client
OP058,43469.56592,1,Emailed Client
OP058,43472.86314,3,Presented to Client
OP058,43478.4937,3,Presented to Client
OP058,43484.76453,3,Presented to Client
OP058,43495.07286,4,Prepared Custom Demonstration
OP058,43500.27911,5,Prepared POC
OP058,43508.44439,6,Provided Pre-Sales Support
OP058,43511.33675,6,Provided Pre-Sales Support
OP058,43512.78884,6,Provided Pre-Sales Support
OP058,43516.49856,8,Prepared Commercials
OP058,43526.8055,8,Prepared Commercials
OP058,43532.94509,10,Commercials Signed
OP058,43543.61592,10,Commercials Signed
OP058,43548.77078,10,Commercials Signed
OP058,43552.50481,10,Commercials Signed
OP058,43562.30272,11,Post Sales Support
OP058,43568.63189,11,Post Sales Support
OP058,43572.30689,11,Post Sales Support
OP059,43458.6055,5,Prepared POC
OP059,43463.61245,5,Prepared POC
OP059,43473.07703,5,Prepared POC
OP059,43476.60828,7,Prepared RFP Responses
OP059,43479.93467,7,Prepared RFP Responses
OP059,43488.0055,8,Prepared Commercials
OP059,43496.10064,8,Prepared Commercials
OP059,43506.33397,9,Negotiation Meeting
OP059,43511.58189,10,Commercials Signed
OP059,43513.31453,10,Commercials Signed
OP059,43521.76245,11,Post Sales Support
OP059,43530.168,11,Post Sales Support
OP059,43540.28397,11,Post Sales Support
OP059,43549.15272,11,Post Sales Support
OP060,43456.6055,2,Meeting with Client
OP060,43458.66939,2,Meeting with Client
OP060,43461.98953,3,Presented to Client
OP060,43465.33606,3,Presented to Client
OP060,43473.4305,7,Prepared RFP Responses
OP060,43484.28675,8,Prepared Commercials
OP060,43494.31175,9,Negotiation Meeting
OP060,43503.44439,11,Post Sales Support
OP060,43509.9562,11,Post Sales Support
OP060,43520.72425,11,Post Sales Support
OP060,43528.6312,11,Post Sales Support
OP061,43457.6055,1,Emailed Client
OP061,43458.6812,1,Emailed Client
OP061,43466.33189,1,Emailed Client
OP061,43467.39995,2,Meeting with Client
OP061,43475.19925,2,Meeting with Client
OP061,43485.27495,2,Meeting with Client
OP061,43494.1312,5,Prepared POC
OP061,43501.65064,7,Prepared RFP Responses
OP061,43507.74231,8,Prepared Commercials
OP061,43510.38606,8,Prepared Commercials
OP061,43513.4687,9,Negotiation Meeting
OP061,43520.90064,11,Post Sales Support
OP062,43455.6055,1,Emailed Client
OP062,43465.49856,1,Emailed Client
OP062,43468.05967,2,Meeting with Client
OP062,43472.71731,3,Presented to Client
OP062,43479.64925,3,Presented to Client
OP062,43486.85134,5,Prepared POC
OP062,43495.98467,7,Prepared RFP Responses
OP062,43499.28259,7,Prepared RFP Responses
OP062,43509.58884,7,Prepared RFP Responses
OP062,43513.00759,7,Prepared RFP Responses
OP062,43519.14439,8,Prepared Commercials
OP062,43524.22078,8,Prepared Commercials
OP062,43531.57495,8,Prepared Commercials
OP062,43534.00203,10,Commercials Signed
OP062,43535.28745,11,Post Sales Support
OP063,43456.6055,1,Emailed Client
OP063,43457.75967,1,Emailed Client
OP063,43468.44509,1,Emailed Client
OP063,43473.93397,2,Meeting with Client
OP063,43482.7312,2,Meeting with Client
OP063,43489.00134,3,Presented to Client
OP063,43498.2562,4,Prepared Custom Demonstration
OP063,43506.68675,4,Prepared Custom Demonstration
OP063,43508.33953,5,Prepared POC
OP063,43517.42634,5,Prepared POC
OP063,43523.69995,6,Provided Pre-Sales Support
OP063,43529.11592,6,Provided Pre-Sales Support
OP063,43538.55967,6,Provided Pre-Sales Support
OP063,43546.01036,7,Prepared RFP Responses
OP063,43551.28536,8,Prepared Commercials
OP063,43560.47147,9,Negotiation Meeting
OP063,43562.7187,9,Negotiation Meeting
OP063,43564.24925,11,Post Sales Support
OP063,43572.89925,11,Post Sales Support
OP063,43577.87217,11,Post Sales Support
OP063,43580.1187,11,Post Sales Support
OP064,43454.6055,1,Emailed Client
OP064,43458.01245,1,Emailed Client
OP064,43467.48884,2,Meeting with Client
OP064,43476.47634,4,Prepared Custom Demonstration
OP064,43487.4055,4,Prepared Custom Demonstration
OP064,43491.0937,4,Prepared Custom Demonstration
OP064,43501.36453,4,Prepared Custom Demonstration
OP064,43510.46939,5,Prepared POC
OP064,43520.99995,5,Prepared POC
OP064,43524.4562,6,Provided Pre-Sales Support
OP064,43525.91106,7,Prepared RFP Responses
OP064,43529.48467,8,Prepared Commercials
OP064,43531.418,8,Prepared Commercials
OP064,43540.35272,8,Prepared Commercials
OP064,43549.14092,9,Negotiation Meeting
OP064,43553.23675,9,Negotiation Meeting
OP064,43562.48397,11,Post Sales Support
OP064,43569.71384,11,Post Sales Support
OP065,43454.6055,1,Emailed Client
OP065,43462.06661,1,Emailed Client
OP065,43467.54231,5,Prepared POC
OP065,43473.40967,6,Provided Pre-Sales Support
OP065,43481.64925,7,Prepared RFP Responses
OP065,43485.74022,8,Prepared Commercials
OP065,43487.62078,10,Commercials Signed
OP065,43496.33606,11,Post Sales Support
OP065,43499.42425,11,Post Sales Support
OP065,43506.36245,11,Post Sales Support
OP066,43455.6055,1,Emailed Client
OP066,43461.95828,1,Emailed Client
OP066,43467.34647,2,Meeting with Client
OP066,43477.82703,3,Presented to Client
OP066,43488.17217,4,Prepared Custom Demonstration
OP066,43492.23675,4,Prepared Custom Demonstration
OP066,43493.29022,5,Prepared POC
OP066,43501.80897,5,Prepared POC
OP066,43508.88745,6,Provided Pre-Sales Support
OP066,43517.30481,8,Prepared Commercials
OP066,43527.46384,8,Prepared Commercials
OP066,43536.69717,8,Prepared Commercials
OP066,43540.97495,9,Negotiation Meeting
OP066,43544.73745,10,Commercials Signed
OP066,43551.27286,10,Commercials Signed
OP066,43552.61522,10,Commercials Signed
OP066,43557.02981,10,Commercials Signed
OP066,43565.8187,10,Commercials Signed
OP066,43570.16106,11,Post Sales Support
OP067,43458.6055,2,Meeting with Client
OP067,43459.75967,3,Presented to Client
OP067,43465.79578,3,Presented to Client
OP067,43473.91106,3,Presented to Client
OP067,43483.6062,3,Presented to Client
OP067,43488.09856,4,Prepared Custom Demonstration
OP067,43494.6555,4,Prepared Custom Demonstration
OP067,43499.15967,4,Prepared Custom Demonstration
OP067,43506.34786,4,Prepared Custom Demonstration
OP067,43513.45134,5,Prepared POC
OP067,43518.77495,5,Prepared POC
OP067,43525.20411,6,Provided Pre-Sales Support
OP067,43532.61939,6,Provided Pre-Sales Support
OP067,43537.1055,8,Prepared Commercials
OP067,43540.71661,8,Prepared Commercials
OP067,43541.94578,9,Negotiation Meeting
OP067,43552.29161,9,Negotiation Meeting
OP067,43557.19717,9,Negotiation Meeting
OP067,43562.76939,11,Post Sales Support
OP067,43573.02009,11,Post Sales Support
OP067,43574.57772,11,Post Sales Support
OP067,43576.92217,11,Post Sales Support
OP068,43455.6055,1,Emailed Client
OP068,43461.81314,1,Emailed Client
OP068,43463.15064,1,Emailed Client
OP068,43467.57356,2,Meeting with Client
OP068,43469.5937,4,Prepared Custom Demonstration
OP068,43472.61522,4,Prepared Custom Demonstration
OP068,43482.37495,5,Prepared POC
OP068,43489.70828,5,Prepared POC
OP068,43494.25411,7,Prepared RFP Responses
OP068,43502.61661,8,Prepared Commercials
OP068,43506.21106,8,Prepared Commercials
OP068,43515.30342,9,Negotiation Meeting
OP068,43522.85967,9,Negotiation Meeting
OP068,43530.33397,10,Commercials Signed
OP068,43539.24717,10,Commercials Signed
OP068,43547.71175,10,Commercials Signed
OP068,43551.31731,11,Post Sales Support
OP069,43455.6055,2,Meeting with Client
OP069,43458.78467,3,Presented to Client
OP069,43461.37078,3,Presented to Client
OP069,43467.43814,3,Presented to Client
OP069,43468.77634,4,Prepared Custom Demonstration
OP069,43475.83397,6,Provided Pre-Sales Support
OP069,43484.66106,8,Prepared Commercials
OP069,43491.75828,8,Prepared Commercials
OP069,43495.50342,9,Negotiation Meeting
OP069,43504.60689,9,Negotiation Meeting
OP069,43510.45828,9,Negotiation Meeting
OP069,43520.38884,10,Commercials Signed
OP069,43528.42703,11,Post Sales Support
OP070,43454.6055,1,Emailed Client
OP070,43462.143,1,Emailed Client
OP070,43465.42634,2,Meeting with Client
OP070,43470.0687,2,Meeting with Client
OP070,43477.57634,4,Prepared Custom Demonstration
OP070,43480.63397,4,Prepared Custom Demonstration
OP070,43487.81939,5,Prepared POC
OP070,43489.32009,7,Prepared RFP Responses
OP070,43497.19786,8,Prepared Commercials
OP070,43507.36522,9,Negotiation Meeting
OP070,43511.24925,10,Commercials Signed
OP070,43519.39786,10,Commercials Signed
OP070,43521.65481,11,Post Sales Support
OP070,43530.85759,11,Post Sales Support
OP070,43540.98745,11,Post Sales Support
OP071,43457.6055,2,Meeting with Client
OP071,43463.64995,2,Meeting with Client
OP071,43466.56314,3,Presented to Client
OP071,43472.34717,3,Presented to Client
OP071,43478.17981,4,Prepared Custom Demonstration
OP071,43485.89995,4,Prepared Custom Demonstration
OP071,43491.64786,5,Prepared POC
OP071,43492.96731,7,Prepared RFP Responses
OP071,43499.90342,7,Prepared RFP Responses
OP071,43506.19509,7,Prepared RFP Responses
OP071,43508.12009,7,Prepared RFP Responses
OP071,43510.26384,7,Prepared RFP Responses
OP071,43511.62564,9,Negotiation Meeting
OP071,43520.94995,9,Negotiation Meeting
OP071,43523.38814,10,Commercials Signed
OP071,43533.143,11,Post Sales Support
OP071,43540.92495,11,Post Sales Support
OP072,43454.6055,1,Emailed Client
OP072,43464.57495,1,Emailed Client
OP072,43474.87772,2,Meeting with Client
OP072,43478.33259,2,Meeting with Client
OP072,43488.5305,2,Meeting with Client
OP072,43496.03189,5,Prepared POC
OP072,43497.21036,6,Provided Pre-Sales Support
OP072,43503.65897,7,Prepared RFP Responses
OP072,43512.4312,7,Prepared RFP Responses
OP072,43515.94925,9,Negotiation Meeting
OP072,43525.30342,10,Commercials Signed
OP073,43454.6055,1,Emailed Client
OP073,43459.72147,1,Emailed Client
OP073,43468.73397,2,Meeting with Client
OP073,43470.83953,2,Meeting with Client
OP073,43473.32009,3,Presented to Client
OP073,43475.64161,4,Prepared Custom Demonstration
OP073,43477.35134,5,Prepared POC
OP073,43481.89439,5,Prepared POC
OP073,43492.58884,5,Prepared POC
OP073,43496.27981,6,Provided Pre-Sales Support
OP073,43503.42564,7,Prepared RFP Responses
OP073,43504.53814,8,Prepared Commercials
OP073,43509.44856,8,Prepared Commercials
OP073,43514.55064,9,Negotiation Meeting
OP073,43524.80342,9,Negotiation Meeting
OP073,43535.07009,9,Negotiation Meeting
OP073,43543.468,10,Commercials Signed
OP073,43545.95967,10,Commercials Signed
OP073,43554.39925,11,Post Sales Support
OP073,43558.52286,11,Post Sales Support
OP074,43456.6055,1,Emailed Client
OP074,43463.93606,2,Meeting with Client
OP074,43471.9562,3,Presented to Client
OP074,43480.60828,3,Presented to Client
OP074,43488.2062,3,Presented to Client
OP074,43490.55411,4,Prepared Custom Demonstration
OP074,43495.67495,4,Prepared Custom Demonstration
OP074,43504.92009,4,Prepared Custom Demonstration
OP074,43515.12217,4,Prepared Custom Demonstration
OP074,43516.19925,4,Prepared Custom Demonstration
OP074,43518.21036,5,Prepared POC
OP074,43523.31453,6,Provided Pre-Sales Support
OP074,43532.68467,6,Provided Pre-Sales Support
OP074,43534.82009,9,Negotiation Meeting
OP075,43454.6055,1,Emailed Client
OP075,43462.00759,2,Meeting with Client
OP075,43464.87009,2,Meeting with Client
OP075,43468.06106,3,Presented to Client
OP075,43470.46939,3,Presented to Client
OP075,43479.29022,4,Prepared Custom Demonstration
OP075,43487.04231,6,Provided Pre-Sales Support
OP075,43495.02495,8,Prepared Commercials
OP075,43504.66453,8,Prepared Commercials
OP075,43509.33606,9,Negotiation Meeting
OP075,43517.78536,10,Commercials Signed
OP075,43526.38259,10,Commercials Signed
OP075,43531.65967,10,Commercials Signed
OP075,43542.39995,10,Commercials Signed
OP076,43457.6055,1,Emailed Client
OP076,43467.0937,1,Emailed Client
OP076,43469.78884,2,Meeting with Client
OP076,43474.5812,2,Meeting with Client
OP076,43483.24509,3,Presented to Client
OP076,43486.48745,4,Prepared Custom Demonstration
OP076,43495.90411,6,Provided Pre-Sales Support
OP076,43499.81314,9,Negotiation Meeting
OP076,43507.29022,9,Negotiation Meeting
OP077,43455.6055,1,Emailed Client
OP077,43463.493,1,Emailed Client
OP077,43470.72772,2,Meeting with Client
OP077,43481.18675,3,Presented to Client
OP077,43484.24925,4,Prepared Custom Demonstration
OP077,43493.50828,5,Prepared POC
OP077,43503.38745,6,Provided Pre-Sales Support
OP077,43505.7687,7,Prepared RFP Responses
OP077,43508.22217,7,Prepared RFP Responses
OP077,43516.55481,7,Prepared RFP Responses
OP077,43526.07078,8,Prepared Commercials
OP077,43533.3555,8,Prepared Commercials
OP077,43538.56939,9,Negotiation Meeting
OP077,43543.52495,9,Negotiation Meeting
OP077,43544.8062,9,Negotiation Meeting
OP077,43546.03536,10,Commercials Signed
OP077,43550.92286,10,Commercials Signed
OP077,43561.71453,10,Commercials Signed
OP077,43571.77495,11,Post Sales Support
OP077,43581.51522,11,Post Sales Support
OP078,43454.6055,1,Emailed Client
OP078,43457.07147,1,Emailed Client
OP078,43458.69925,2,Meeting with Client
OP078,43464.00342,3,Presented to Client
OP078,43466.19856,3,Presented to Client
OP078,43471.93259,4,Prepared Custom Demonstration
OP078,43481.06036,6,Provided Pre-Sales Support
OP078,43487.72286,6,Provided Pre-Sales Support
OP078,43491.21314,7,Prepared RFP Responses
OP078,43494.18397,8,Prepared Commercials
OP078,43501.04856,9,Negotiation Meeting
OP078,43506.65967,11,Post Sales Support
OP079,43455.6055,1,Emailed Client
OP079,43464.76522,2,Meeting with Client
OP079,43468.63328,2,Meeting with Client
OP079,43470.99092,2,Meeting with Client
OP079,43481.0055,3,Presented to Client
OP079,43491.80828,3,Presented to Client
OP079,43498.15759,3,Presented to Client
OP079,43504.42286,3,Presented to Client
OP079,43511.73884,5,Prepared POC
OP079,43518.02009,5,Prepared POC
OP079,43521.34856,6,Provided Pre-Sales Support
OP079,43525.63814,7,Prepared RFP Responses
OP079,43536.54995,8,Prepared Commercials
OP079,43543.59856,8,Prepared Commercials
OP079,43552.5062,8,Prepared Commercials
OP079,43557.90689,9,Negotiation Meeting
OP079,43568.53675,10,Commercials Signed
OP079,43578.62842,11,Post Sales Support
OP080,43456.6055,1,Emailed Client
OP080,43465.10689,1,Emailed Client
OP080,43474.26522,1,Emailed Client
OP080,43479.9305,2,Meeting with Client
OP080,43485.24856,2,Meeting with Client
OP080,43493.34439,3,Presented to Client
OP080,43495.16384,4,Prepared Custom Demonstration
OP080,43504.4937,5,Prepared POC
OP080,43513.55272,5,Prepared POC
OP080,43518.43536,6,Provided Pre-Sales Support
OP080,43529.42981,6,Provided Pre-Sales Support
OP080,43537.40828,7,Prepared RFP Responses
OP080,43545.6687,7,Prepared RFP Responses
OP080,43554.25759,8,Prepared Commercials
OP080,43563.36384,9,Negotiation Meeting
OP080,43568.59717,9,Negotiation Meeting
OP080,43570.73189,11,Post Sales Support
OP081,43458.6055,1,Emailed Client
OP081,43460.28745,1,Emailed Client
OP081,43463.08467,1,Emailed Client
OP081,43470.40342,3,Presented to Client
OP081,43474.64439,3,Presented to Client
OP081,43482.35897,4,Prepared Custom Demonstration
OP081,43488.79717,4,Prepared Custom Demonstration
OP081,43490.57564,4,Prepared Custom Demonstration
OP081,43491.93675,5,Prepared POC
OP081,43502.26661,5,Prepared POC
OP081,43507.87147,5,Prepared POC
OP081,43516.58536,6,Provided Pre-Sales Support
OP081,43519.94231,9,Negotiation Meeting
OP081,43528.32772,10,Commercials Signed
OP081,43533.22981,11,Post Sales Support
OP081,43536.45411,11,Post Sales Support
OP082,43456.6055,1,Emailed Client
OP082,43465.53953,2,Meeting with Client
OP082,43473.85272,2,Meeting with Client
OP082,43483.77911,3,Presented to Client
OP082,43486.19022,3,Presented to Client
OP082,43490.47495,3,Presented to Client
OP082,43493.9062,3,Presented to Client
OP082,43497.893,4,Prepared Custom Demonstration
OP082,43504.54022,4,Prepared Custom Demonstration
OP082,43511.51245,4,Prepared Custom Demonstration
OP082,43520.06384,6,Provided Pre-Sales Support
OP082,43527.93884,6,Provided Pre-Sales Support
OP082,43530.60759,6,Provided Pre-Sales Support
OP082,43540.76661,7,Prepared RFP Responses
OP082,43541.9805,7,Prepared RFP Responses
OP082,43549.28953,10,Commercials Signed
OP082,43550.47772,11,Post Sales Support
OP082,43559.00481,11,Post Sales Support
OP083,43457.6055,1,Emailed Client
OP083,43466.8312,2,Meeting with Client
OP083,43473.6062,5,Prepared POC
OP083,43481.69647,5,Prepared POC
OP083,43486.86106,5,Prepared POC
OP083,43491.568,6,Provided Pre-Sales Support
OP083,43501.76453,7,Prepared RFP Responses
OP083,43503.2812,7,Prepared RFP Responses
OP083,43513.58397,9,Negotiation Meeting
OP083,43521.79995,10,Commercials Signed
OP083,43525.64022,10,Commercials Signed
OP083,43532.95342,11,Post Sales Support
OP083,43542.47564,11,Post Sales Support
OP083,43552.65828,11,Post Sales Support
OP084,43454.6055,5,Prepared POC
OP084,43458.05342,5,Prepared POC
OP084,43459.90897,6,Provided Pre-Sales Support
OP084,43465.26384,6,Provided Pre-Sales Support
OP084,43469.5805,6,Provided Pre-Sales Support
OP084,43470.88884,6,Provided Pre-Sales Support
OP084,43480.99578,8,Prepared Commercials
OP084,43489.13397,8,Prepared Commercials
OP084,43492.1305,9,Negotiation Meeting
OP084,43497.8555,10,Commercials Signed
OP084,43500.96106,10,Commercials Signed
OP084,43504.29439,10,Commercials Signed
OP084,43506.53953,11,Post Sales Support
OP084,43514.95481,11,Post Sales Support
OP085,43454.6055,1,Emailed Client
OP085,43457.04856,2,Meeting with Client
OP085,43468.01175,2,Meeting with Client
OP085,43476.9305,2,Meeting with Client
OP085,43478.80481,2,Meeting with Client
OP085,43487.70064,2,Meeting with Client
OP085,43494.17078,4,Prepared Custom Demonstration
OP085,43499.2187,5,Prepared POC
OP085,43504.75967,6,Provided Pre-Sales Support
OP085,43506.48814,6,Provided Pre-Sales Support
OP085,43514.25759,7,Prepared RFP Responses
OP085,43524.52286,7,Prepared RFP Responses
OP085,43533.41175,8,Prepared Commercials
OP085,43536.22634,9,Negotiation Meeting
OP085,43544.82842,10,Commercials Signed
OP085,43554.99856,11,Post Sales Support
OP086,43457.6055,1,Emailed Client
OP086,43464.92425,1,Emailed Client
OP086,43474.04022,2,Meeting with Client
OP086,43483.23467,3,Presented to Client
OP086,43484.52564,3,Presented to Client
OP086,43491.75689,4,Prepared Custom Demonstration
OP086,43495.1062,4,Prepared Custom Demonstration
OP086,43505.14647,5,Prepared POC
OP086,43513.76314,6,Provided Pre-Sales Support
OP086,43519.02286,6,Provided Pre-Sales Support
OP086,43526.91661,10,Commercials Signed
OP086,43530.96314,10,Commercials Signed
OP086,43538.1562,11,Post Sales Support
OP086,43548.40967,11,Post Sales Support
OP087,43455.6055,1,Emailed Client
OP087,43457.88536,1,Emailed Client
OP087,43464.24439,3,Presented to Client
OP087,43471.51036,3,Presented to Client
OP087,43476.92009,3,Presented to Client
OP087,43483.41106,4,Prepared Custom Demonstration
OP087,43489.76731,5,Prepared POC
OP087,43493.11592,6,Provided Pre-Sales Support
OP087,43494.85411,7,Prepared RFP Responses
OP087,43502.77703,7,Prepared RFP Responses
OP087,43509.52842,7,Prepared RFP Responses
OP087,43518.43259,8,Prepared Commercials
